environment,seed,tau,method,hop,n_hops,ref_method,hop_vs_mpi1_final_rms,relative_hop_vs_mpi1_final,hop_vs_prev_rms,hop_vs_aD_rms,is_final_hop,n_states
halfcheetah-medium-replay-v2,0,0.2,mpi4,3,4,,nan,nan,0.12188521921235816,0.4574531768438809,False,512
halfcheetah-medium-replay-v2,0,0.2,mpi4,4,4,,nan,nan,0.09693403895690302,0.4638469499973268,True,512
halfcheetah-medium-replay-v2,0,0.4,mpi4,1,4,,nan,nan,0.4166405841274199,0.4166405841274199,False,512
halfcheetah-medium-replay-v2,0,0.4,mpi4,2,4,,nan,nan,0.19125506541347545,0.452811220433324,False,512
halfcheetah-medium-replay-v2,0,0.4,mpi4,3,4,,nan,nan,0.12271207256427832,0.4634389406775561,False,512
halfcheetah-medium-replay-v2,0,0.4,mpi4,4,4,,nan,nan,0.10031069179449847,0.466480907395679,True,512
halfcheetah-medium-replay-v2,0,1.5,mpi4,1,4,,nan,nan,0.41598629708683854,0.41598629708683854,False,512
halfcheetah-medium-replay-v2,0,1.5,mpi4,2,4,,nan,nan,0.1943081615753521,0.4558570028249503,False,512
halfcheetah-medium-replay-v2,0,1.5,mpi4,3,4,,nan,nan,0.13852065490743912,0.4721751633781688,False,512
halfcheetah-medium-replay-v2,0,1.5,mpi4,4,4,,nan,nan,0.11380346000551664,0.4855269222385646,True,512
halfcheetah-medium-replay-v2,0,2.5,mpi4,1,4,,nan,nan,0.4228553876919041,0.4228553876919041,False,512
halfcheetah-medium-replay-v2,0,2.5,mpi4,2,4,,nan,nan,0.2002026550721912,0.4627979370176434,False,512
halfcheetah-medium-replay-v2,0,2.5,mpi4,3,4,,nan,nan,0.14513699090166268,0.4837222257527279,False,512
halfcheetah-medium-replay-v2,0,2.5,mpi4,4,4,,nan,nan,0.12216144551097204,0.5027310820011639,True,512
halfcheetah-medium-replay-v2,0,4.0,mpi4,1,4,,nan,nan,0.4232385604263414,0.4232385604263414,False,512
halfcheetah-medium-replay-v2,0,4.0,mpi4,2,4,,nan,nan,0.20131837462840568,0.4671875823034399,False,512
