task,T,training_seed,method,actor_index,actor_role,n_episodes,mean_normalized,mean_raw_return,mean_length,n_timeout,pooled_reward_per_step,mean_episode_reward_per_step
hopper-expert-v2,14,0,MART4,4,mu4,10,44.070301198704655,1414.0275125431249,388.8,0,3.636902038433963,3.6369180521185642
hopper-expert-v2,14,0,two_actor_p4,1,target_value,10,11.86403122820929,365.8511696098509,153.8,0,2.3787462263319306,2.351199994835944
hopper-expert-v2,14,0,two_actor_p4,2,deployment,10,1.8207685012664,38.98592238037984,22.1,0,1.764068885990038,1.7640917519028487
hopper-expert-v2,14,1,MART4,1,mu1,10,14.277764324344256,444.4078584732785,154.1,0,2.883892657191944,2.883760000473923
hopper-expert-v2,14,1,MART4,2,mu2,10,6.506743224960023,191.49435795701277,84.9,0,2.255528362273413,2.2555205428091174
hopper-expert-v2,14,1,MART4,3,mu3,10,4.281297237005556,119.06560917031307,59.6,0,1.9977451203072663,1.8781890680745819
hopper-expert-v2,14,1,MART4,4,mu4,10,1.765446297449979,37.18542125645494,21.3,0,1.7457944251856776,1.7458369611008702
hopper-expert-v2,14,1,two_actor_p4,1,target_value,10,102.85449115991989,3327.2014787394264,915.0,5,3.636285769114127,3.6445177220865532
hopper-expert-v2,14,1,two_actor_p4,2,deployment,10,59.403703879670694,1913.064189611973,515.8,0,3.7089263078944805,3.6878414195867726
hopper-expert-v2,20,0,MART4,1,mu1,10,23.463973080307415,743.3796645243406,232.6,0,3.1959572851433387,3.195583919176368
hopper-expert-v2,20,0,MART4,2,mu2,10,1.5909662714507038,31.506842652525727,24.9,0,1.2653350462861739,1.265334870192114
hopper-expert-v2,20,0,MART4,3,mu3,10,0.8390254206488279,7.034383972346506,9.0,0,0.7815982191496117,0.7815982191496118
hopper-expert-v2,20,0,MART4,4,mu4,10,0.7837575935114363,5.235652576757685,8.0,0,0.6544565720947106,0.6544565720947106
hopper-expert-v2,20,0,two_actor_p4,1,target_value,10,1.8093330671800953,38.613747909650414,21.9,0,1.7631848360570965,1.7631841380383784
hopper-expert-v2,20,0,two_actor_p4,2,deployment,10,1.8093330671800953,38.613747909650414,21.9,0,1.7631848360570965,1.7631841380383784
hopper-expert-v2,20,1,MART4,1,mu1,10,12.166543692931533,375.69665650587393,135.2,0,2.7788214238600144,2.778827533945665
hopper-expert-v2,20,1,MART4,2,mu2,10,7.736036092635189,231.50258317570905,99.8,0,2.319665162081253,2.3196603779340124
hopper-expert-v2,20,1,MART4,3,mu3,10,2.318831040212662,55.1957278345047,36.2,0,1.5247438628316217,1.5247287628964925
