environment,seed,tau,method,hop,n_hops,ref_method,hop_vs_mpi1_final_rms,relative_hop_vs_mpi1_final,hop_vs_prev_rms,hop_vs_aD_rms,is_final_hop,n_states
halfcheetah-medium-v2,3,20.0,mpi2,1,2,mpi1,0.26059408772978343,0.6656022952596432,0.31421169372496105,0.31421169372496105,False,512
halfcheetah-medium-v2,3,20.0,mpi2,2,2,mpi1,0.2705604936904644,0.6910582169219845,0.185312003361733,0.38776764852756024,True,512
halfcheetah-medium-v2,3,20.0,mpi3,1,3,mpi1,0.2659215521661955,0.6792095592911546,0.29554110021489477,0.29554110021489477,False,512
halfcheetah-medium-v2,3,20.0,mpi3,2,3,mpi1,0.2698754131869034,0.6893084030272015,0.14671870911614718,0.3555611981531121,False,512
halfcheetah-medium-v2,3,20.0,mpi3,3,3,mpi1,0.2983192444778198,0.7619588593677283,0.13385514044374355,0.4064166971858328,True,512
halfcheetah-medium-replay-v2,2,0.05,mpi1,1,1,mpi1,0.0,0.0,0.4134908615839168,0.4134908615839168,True,512
halfcheetah-medium-replay-v2,2,0.05,mpi2,1,2,mpi1,0.24357953025176862,0.5890808065714286,0.4197193219328753,0.4197193219328753,False,512
halfcheetah-medium-replay-v2,2,0.05,mpi2,2,2,mpi1,0.22624565267687205,0.54715998271453,0.19272262150819974,0.44583269177615353,True,512
halfcheetah-medium-replay-v2,2,0.05,mpi3,1,3,mpi1,0.25900249296427647,0.6263802106100781,0.4210907807531451,0.4210907807531451,False,512
halfcheetah-medium-replay-v2,2,0.05,mpi3,2,3,mpi1,0.2306086228920544,0.5577115344428308,0.20002235231119653,0.44613731656275585,False,512
halfcheetah-medium-replay-v2,2,0.05,mpi3,3,3,mpi1,0.22829894804629453,0.5521257402685353,0.12912326599026905,0.45717875217999465,True,512
halfcheetah-medium-replay-v2,2,0.1,mpi1,1,1,mpi1,0.0,0.0,0.41743903247316977,0.41743903247316977,True,512
halfcheetah-medium-replay-v2,2,0.1,mpi2,1,2,mpi1,0.24726243248492155,0.5923318454912669,0.41831438390982656,0.41831438390982656,False,512
halfcheetah-medium-replay-v2,2,0.1,mpi2,2,2,mpi1,0.23627054240334394,0.5660001198343374,0.19369617326661565,0.4502850867880619,True,512
halfcheetah-medium-replay-v2,2,0.1,mpi3,1,3,mpi1,0.24781143729551575,0.5936470191283405,0.41650940294325745,0.41650940294325745,False,512
halfcheetah-medium-replay-v2,2,0.1,mpi3,2,3,mpi1,0.2354013486434536,0.5639179145485962,0.19309384039191102,0.45003912972193844,False,512
halfcheetah-medium-replay-v2,2,0.1,mpi3,3,3,mpi1,0.23391757747010855,0.5603634525603286,0.13563378971643253,0.4604332356042416,True,512
halfcheetah-medium-replay-v2,2,0.2,mpi1,1,1,mpi1,0.0,0.0,0.4213954365347133,0.4213954365347133,True,512
halfcheetah-medium-replay-v2,2,0.2,mpi2,1,2,mpi1,0.24931329187163426,0.5916373796589431,0.418904253247523,0.418904253247523,False,512
