environment,seed,tau,method_a,method_b,final_action_rms,relative_final_action_rms,aD_to_final_a_rms,aD_to_final_b_rms,n_states
halfcheetah-medium-replay-v2,3,0.2,mpi1,mpi3,0.24045109636908618,0.5190994074673672,0.41891287178098496,0.4632081888558156,512
halfcheetah-medium-replay-v2,3,0.2,mpi2,mpi3,0.17674516238547247,0.3815674390862044,0.4531835599225418,0.4632081888558156,512
halfcheetah-medium-replay-v2,3,0.4,mpi1,mpi2,0.2391591747827936,0.5231776583409679,0.4172709608242977,0.4571280347505352,512
halfcheetah-medium-replay-v2,3,0.4,mpi1,mpi3,0.23884905081524882,0.5093150194242844,0.4172709608242977,0.4689613337639978,512
halfcheetah-medium-replay-v2,3,0.4,mpi2,mpi3,0.1836523157196225,0.39161504903951105,0.4571280347505352,0.4689613337639978,512
halfcheetah-medium-replay-v2,3,1.5,mpi1,mpi2,0.24384079737917475,0.5197987725855361,0.43123811914695764,0.4691061430681798,512
halfcheetah-medium-replay-v2,3,1.5,mpi1,mpi3,0.2524624275665164,0.529840400445891,0.43123811914695764,0.4764876882813293,512
halfcheetah-medium-replay-v2,3,1.5,mpi2,mpi3,0.19642668252906895,0.4122387364038126,0.4691061430681798,0.4764876882813293,512
halfcheetah-medium-replay-v2,3,2.5,mpi1,mpi2,0.25574020684008947,0.5415807766360117,0.4294293517188978,0.4722106431262213,512
halfcheetah-medium-replay-v2,3,2.5,mpi1,mpi3,0.2614247179638351,0.5314752493332938,0.4294293517188978,0.4918850281208351,512
halfcheetah-medium-replay-v2,3,2.5,mpi2,mpi3,0.20389108864999408,0.414509645534295,0.4722106431262213,0.4918850281208351,512
halfcheetah-medium-replay-v2,3,4.0,mpi1,mpi2,0.2712032523371405,0.5541480386692714,0.4536912531685826,0.48940577862263435,512
halfcheetah-medium-replay-v2,3,4.0,mpi1,mpi3,0.2811332630387598,0.5519052534674751,0.4536912531685826,0.5093868218729096,512
halfcheetah-medium-replay-v2,3,4.0,mpi2,mpi3,0.2375955248457366,0.46643437686932526,0.48940577862263435,0.5093868218729096,512
halfcheetah-medium-replay-v2,3,7.0,mpi1,mpi2,0.2977919393187454,0.5749960398629568,0.46650979092871353,0.5179025917982331,512
