level,method_minus,method_reference,critic_scope,environment,tau,seed,delta_y_rms_difference,delta_y_rms_no_noise_difference,smoothing_delta_y_rms_change_difference,seed_interpretation,generalization_scope
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,7.0,,-429811572487.5499,-473094607685.55334,43283035198.00334,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,10.0,,-339243908607.46313,-373246483100.67303,34002574493.20986,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,14.0,,-125687344163.48514,-138588646823.00543,12901302659.520294,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,20.0,,-23275455356.610687,-25601217227.72592,2325761871.1152344,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,4.0,,-13.675791579108331,-14.775910105697202,1.1001185265888682,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,7.0,,-10726135417.134691,-12760529695.65244,2034394278.5177467,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,10.0,,-113202450496.38739,-128974456043.11542,15772005546.728045,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,14.0,,-5452932286.712902,-7123111320.267702,1670179033.5548005,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,20.0,,-3742890579.121758,-4452754303.217701,709863724.095943,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,4.0,,-1.520038687127946,-1.628144540547079,0.10810585341913281,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,7.0,,-2.658815028089505,-2.7102766850020856,0.05146165691258053,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,10.0,,-1.4396396949833608,-1.4665663166549625,0.026926621671601758,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,14.0,,-20.94256225233645,-21.995801750799814,1.0532394984633608,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,20.0,,-52.907516942470195,-56.907517768476765,4.000000826006571,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,4.0,,-592045052310.0039,-655493003380.7319,63447951070.728004,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,7.0,,-601949069561.5446,-668324212064.2227,66375142502.67809,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,10.0,,5595803517.3845215,4870840779.523987,724962737.8605347,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,14.0,,-30900021856.053833,-33649639852.31488,2749617996.2610474,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,20.0,,40796037337.66626,44227487251.85535,-3431449914.189087,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,,,-0.943061246381971,-1.0484542435262874,0.10539299714431664,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,,,-1.3917205953013603,-1.504861795894096,0.11314120059273561,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,,,-7.988813572372825,-8.84280390266661,0.8539903302937845,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,,,-114227893216.30327,-126645531445.42325,12417638229.11997,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,,,-0.888143961982521,-0.9607843317838185,0.07264036980129762,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,,,-183604280413.2059,-202106847742.8102,18502567329.604267,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,walker2d-medium-v2,,,-26624881758.60651,-30662170275.405834,4037288516.7993307,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,,,-15.893714521001494,-16.941661412296142,1.0479468912946495,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,common_td3_target_critic,walker2d-expert-v2,,,-235700460574.5103,-261673705453.17807,25973244878.667717,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_equal_overall,p3,td3,common_td3_target_critic,,,,-62239723998.85905,-69009806105.124,6770082106.264934,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,4.0,0,-0.416313790517167,-0.5055231597122605,0.08920936919509348,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,4.0,1,-0.37090532542879107,-0.5299839845312095,0.15907865910241847,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,7.0,0,-0.5022761548280261,-0.5972994563863088,0.09502330155828265,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,7.0,1,-0.5178266261298416,-0.46165957698560156,-0.05616704914424009,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,10.0,0,-0.6526159203526505,-0.7629301146351666,0.1103141942825161,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,10.0,1,-0.36413020512981253,-0.5382544620647547,0.17412425693494216,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,14.0,0,-0.617187798323164,-0.8355146222193515,0.21832682389618752,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,14.0,1,-0.49028471519819083,-0.5278503075058842,0.03756559230769341,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,20.0,0,-0.76895201870957,-0.810017688925901,0.04106567021633101,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-v2,20.0,1,-0.7796683907668234,-0.8737404619255189,0.09407207115869554,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,4.0,0,0.026280419357616047,-0.006663309809557205,0.03294372916717325,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,4.0,1,0.2980462092822229,0.40277229609052956,-0.10472608680830664,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,7.0,0,-0.23863440075696385,-0.07459826574094386,-0.16403613501602,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,7.0,1,0.45889458790755544,0.25168528247779687,0.20720930542975857,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,10.0,0,-0.6127654519184373,-0.48066859571077725,-0.1320968562076601,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,10.0,1,-0.7029575262512564,-0.889442168060266,0.1864846418090096,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,14.0,0,-0.0936941314605626,-0.19867735090343874,0.10498321944287614,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,14.0,1,-0.8849888439440106,-0.9211003128538913,0.036111468909880706,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,20.0,0,0.046652232797304016,-0.133178685892001,0.179830918689305,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,20.0,1,0.006387669199807711,-0.11692712209459266,0.12331479129440037,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,4.0,0,-0.525404296703528,-0.7228114980648743,0.19740720136134637,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,4.0,1,-0.6715660349431372,-0.8666763558584702,0.1951103209153331,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,7.0,0,-10.70997003853951,-12.228395733336955,1.5184256947974455,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,7.0,1,-1.5400181644459043,-1.8702445325729409,0.33022636812703654,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,10.0,0,-14.685598092410192,-16.339267945738687,1.6536698533284953,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,10.0,1,-1.9193602159014964,-2.197840393532779,0.27848017763128263,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,14.0,0,-10.157857329687083,-11.395527129685364,1.2376697999982804,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,14.0,1,-14.714619964380448,-15.607631817585423,0.8930118532049756,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,20.0,0,-9.003586389828502,-9.813808501161882,0.8102221113333785,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,halfcheetah-expert-v2,20.0,1,-37.15948916804528,-40.62994817491274,3.4704590068674595,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,4.0,0,-0.42057472962287523,-0.44288667908286294,0.022311949459987712,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,4.0,1,-0.19304537429903923,-0.2536366762150417,0.06059130191600248,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,7.0,0,-133674106865.70912,-145029182065.0694,11355075199.36029,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,7.0,1,-0.8183005298402299,-0.8760699625201667,0.05776943267993673,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,10.0,0,-375000785112.06464,-408179506432.664,33178721320.599354,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,10.0,1,-78766710860.03328,-85914651736.44987,7147940876.416588,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,14.0,0,-294487664052.8638,-320940315040.26385,26452650987.400078,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,14.0,1,-232380910519.51724,-253262071146.61377,20881160627.0965,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,20.0,0,-334092751093.18176,-364371903192.0596,30279152098.87779,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-v2,20.0,1,-334312949706.2301,-364604736796.71216,30291787090.482018,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,4.0,0,-0.3984697582772849,-0.7822160242350966,0.3837462659578117,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,4.0,1,0.13461824348594398,-0.2589650063273634,0.3935832498133074,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,7.0,0,-0.4685950876954452,-0.7812395308718401,0.31264444317639484,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,7.0,1,0.27960258097913826,-0.20956085694983617,0.48916343792897443,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,10.0,0,-0.027816635511181076,-0.06792751472233416,0.04011087921115308,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,10.0,1,0.03357817979648292,-0.167060709689566,0.2006388894860489,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,14.0,0,-0.9918309306062723,-1.2118421125366732,0.22001118193040092,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,14.0,1,0.18347266534692697,0.06983132395468239,0.11364134139224458,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,20.0,0,0.289240391497362,0.2476934058714706,0.04154698562589143,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-medium-replay-v2,20.0,1,0.7940320984231901,0.8302132131039244,-0.03618111468073426,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,4.0,0,-3174281.9912508596,-3316707.6895658383,142425.69831497862,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,4.0,1,-4936936.7793403,-5156082.142634531,219145.36329423136,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,7.0,0,-456065975907.01715,-491678803157.419,35612827250.40183,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,7.0,1,-564851085638.7429,-617491689982.9899,52640604344.24701,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,10.0,0,-410352268002.7892,-441099464741.139,30747196738.349827,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,10.0,1,-472348940604.6742,-514558342351.8718,42209401747.19764,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,14.0,0,-305666259811.77783,-331794727569.9706,26128467758.19274,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,14.0,1,-628083140298.7965,-684691080502.9141,56607940204.11756,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,20.0,0,-535438126780.66486,-582845168450.8257,47407041670.16079,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,hopper-expert-v2,20.0,1,-391187818202.5585,-423036049033.2134,31848230830.65494,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,4.0,0,-38.12186413582053,-40.40310975425246,2.2812456184319254,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,4.0,1,0.004826387362540041,-0.10571186829953882,0.11053825566207887,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,7.0,0,-210839906539.6771,-236067438949.38983,25227532409.712715,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,7.0,1,-1929.325143142118,-2028.8606236028063,99.53548046068842,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,10.0,0,163528757802.5971,181142781846.12836,-17614024043.53125,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,10.0,1,-151471082713.24084,-170108152035.48746,18637069322.246616,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,14.0,0,-77566033826.54962,-87844677284.24371,10278643457.694092,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,14.0,1,-63770.052065487595,-66914.45985177287,3144.407786285286,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,20.0,0,356312212242.91797,398831226267.8392,-42519014024.921234,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-v2,20.0,1,-244936640047.99838,-273765893449.3408,28829253401.342426,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,4.0,0,-0.19185262023608995,-0.38363818266798155,0.1917855624318916,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,4.0,1,-0.07719457884587122,-0.21224382578651113,0.1350492469406399,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,7.0,0,-5.781375391476427,-6.402972276213275,0.6215968847368476,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,7.0,1,0.2264092074487536,0.10681460339550064,0.11959460405325295,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,10.0,0,-0.284668241602799,-0.3005919082162052,0.015923666613406162,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,10.0,1,-0.3234514596170417,-0.35053778630084853,0.02708632668380684,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,14.0,0,-64.05266193616987,-67.09423307797651,3.0415711418066396,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,14.0,1,-21.356741256036642,-22.436289560172447,1.0795483041358045,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,20.0,0,-1.790541662800468,-1.9285181649770724,0.1379765021766044,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-medium-replay-v2,20.0,1,-195.47503822591688,-208.62758253254174,13.152544306624879,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,4.0,0,-764339851828.2394,-838619417543.4042,74279565715.16478,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,4.0,1,-583524076612.8711,-640009371318.308,56485294705.437,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,7.0,0,-823304369032.0111,-902199221234.6466,78894852202.63553,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,7.0,1,-615931809768.1326,-679688334045.82,63756524277.68731,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,10.0,0,-863734876292.2422,-948553608200.0261,84818731907.78387,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,10.0,1,-665767112985.2867,-733069349038.4424,67302236053.15562,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,14.0,0,-183031994290.3894,-201134263700.8075,18102269410.41809,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,14.0,1,-177254056647.82166,-195373167894.5697,18119111246.748047,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,20.0,0,8636825161.473267,8386011982.920898,250813178.55236816,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p4,td3,within_run_target_critic,walker2d-expert-v2,20.0,1,-94767552081.5321,-104613441661.125,9845889579.592896,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-v2,4.0,,-0.39360955797297903,-0.517753572121735,0.12414401414875598,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-v2,7.0,,-0.5100513904789339,-0.5294795166859552,0.01942812620702128,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-v2,10.0,,-0.5083730627412315,-0.6505922883499606,0.14221922560872913,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-v2,14.0,,-0.5537362567606774,-0.6816824648626179,0.12794620810194046,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-v2,20.0,,-0.7743102047381967,-0.8418790754257099,0.06756887068751327,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,4.0,,0.16216331431991948,0.19805449314048618,-0.035891178820566694,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,7.0,,0.1101300935752958,0.0885435083684265,0.02158658520686929,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,10.0,,-0.6578614890848469,-0.6850553818855216,0.027193892800674746,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,14.0,,-0.4893414877022866,-0.559888831878665,0.07054734417637842,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-medium-replay-v2,20.0,,0.026519950998555863,-0.12505290399329683,0.1515728549918527,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-expert-v2,4.0,,-0.5984851658233326,-0.7947439269616723,0.19625876113833973,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p4,td3,within_run_target_critic,halfcheetah-expert-v2,7.0,,-6.124994101492707,-7.049320132954948,0.924326031462241,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
